,fighter,height,reach,stance,dob,fighter_id
3542,Johnny Walker,78.0,82.0,Orthodox,,c21f26bbde777573
3543,Ben Wall,70.0,,Orthodox,,1ad381c8994c4e5b
3544,Crafton Wallace,72.0,,Orthodox,,bf41b5131545da12
3545,Rodney Wallace,69.0,72.0,Switch,,b9415726dc3ec526
3546,Jeremy Wallace,69.0,,,,b87c3f460709f74c
3547,Randall Wallace,71.0,73.0,Orthodox,,95cf6be9071e68b0
3548,James Wallace,70.0,69.0,Orthodox,,4078de7181a19142
3549,Jim Wallhead,70.0,,Orthodox,,0c670b443c3d269f
3550,Cory Walmsley,72.0,,Orthodox,,83c6c3e0f8bde8ee
3551,Richard Walsh,72.0,73.0,Orthodox,,303a05a7aa3ff761
3552,Patrick Walsh,71.0,,,,b4c96c3d9139bf0e
3553,Erick Wanderlei,73.0,,Orthodox,,d57e6a8971b6d2bd
3554,Dimitiri Wanderley,,,Orthodox,,a1d6b308781aa2f5
3555,Andy Wang,66.0,,Orthodox,1977-05-28,476414d2f18cd059
3556,Sai Wang,72.0,,Southpaw,,efb9a43415a56d34
3557,Anying Wang,72.0,,Orthodox,,69e8c632135af48b
3558,Curt Warburton,72.0,73.0,Orthodox,,2721bb808bb2523c
3559,Brennan Ward,70.0,71.0,,,67cd6495280b0a57
3560,Charlie Ward,71.0,,Orthodox,,e81dd0bb8a64b550
3561,Terrion Ware,68.0,71.0,Orthodox,,ba5e253af86db1a8
3562,Joe Warren,66.0,,Orthodox,,c0c1bc0766df4c00
3563,Brian Warren,72.0,,Orthodox,,c4c4c7dd26c15d91
3564,Merritt Warren,70.0,,Southpaw,,1e47dba648ea438c
3565,Idris Wasi,72.0,,,,8a19676a3388845a
3566,Kengo Watanabe,76.0,,Orthodox,,2abe38b81d68a24a
3567,Kazuhisa Watanabe,66.0,,,1983-05-18,951ffadfc4e917ea
3568,Ron Waterman,74.0,,Orthodox,,efaf544314bb5c2e
3569,Andy Waters,72.0,,,,103e2e67919379c5
3570,Dominic Waters,73.0,79.0,Orthodox,,2de91c2244ad7e89
3571,Michelle Waterson,63.0,62.0,Orthodox,,eb04b9d31e938edb
3572,Sam Watford,,,,,1836639ecf9b6e7f
3573,Blake Watkins,,,,,117580b232409824
3574,Kyle Watson,72.0,,Southpaw,,d7b2c0b53883ee80
3575,Maka Watson,,,,,a31dfd9e8b2dc6ca
3576,Walel Watson,71.0,75.0,Orthodox,,92aafa8f4b26269b
3577,Tom Watson,73.0,73.0,Orthodox,,6809c31286b08d97
3578,Enrique Watson,,,,,a99d4aa689bdca18
3579,Brok Weaver,72.0,73.0,Southpaw,,7c9f96f9a6a5cd50
3580,Jonavin Webb,70.0,,Orthodox,,f40ec51dd4de47c3
3581,Stephanie Webber,66.0,,,,d44a84409bf0da64
3582,Royston Wee,67.0,67.0,Orthodox,,b9c03e7a4557e542
3583,Darian Weeks,71.0,72.0,Orthodox,,326a001926ffb7ec
3584,Joshua Weems,68.0,69.0,Orthodox,1994-05-05,69888118d968ba52
3585,Daniel Weichel,70.0,70.0,,,7b9dade6bedaabbe
3586,Chris Weidman,74.0,78.0,Orthodox,,3a8176e15b9887c1
3587,Mark Weir,74.0,,Southpaw,,9ccdd2ce45903f34
3588,Christian Wellisch,74.0,77.0,Orthodox,,f1b2a4365799c48b
3589,Jeremiah Wells,69.0,74.0,Switch,,d66a46de8d705353
3590,Fabricio Werdum,76.0,77.0,Orthodox,,492b202d2064e7a9
3591,Mike Wessel,72.0,,Orthodox,,b51841e7c594090d
3592,Dustin West,71.0,,,,5f5763b3a4de8dd4
3593,Sheldon Westcott,73.0,71.0,Southpaw,,ec2d13a87d3d9541
3594,Aaron Wetherspoon,,,,,1ce7998e0a215caa
3595,Coty Wheeler,66.0,67.0,Orthodox,,e57f0b06ea39e360
3596,Vernon White,72.0,,Southpaw,,12458872d6afae1b
3597,Steve White,71.0,,,,d181689653115b6a
3598,Alex White,72.0,71.0,Southpaw,,c17041f1bb5768d8
3599,Craig White,74.0,76.0,Orthodox,,3dd949593346dbc3
3600,Patrik White,72.0,72.0,Orthodox,,4debc6c4c6249690
3601,Robert Whiteford,69.0,69.0,Southpaw,,1dafccb62a0f98ec
3602,Mike Whitehead,73.0,,Orthodox,,22d1e00e1aabb7c9
3603,Garett Whiteley,72.0,72.0,Orthodox,,129537073431e52e
3604,Mitch Whitesel,69.0,,,,b6debbda44d4a5a0
3605,Emily Whitmire,65.0,63.0,Orthodox,1991-05-24,b3d21b2610dcfaeb
3606,Robert Whittaker,72.0,73.0,Orthodox,,e1147d3d2dabe1ce
3607,Adam Wieczorek,77.0,81.0,Orthodox,,efa1f6b42c86793c
3608,Orlando Wiet,70.0,,Southpaw,,a6c2f5381d575920
3609,Jonathan Wiezorek,75.0,,Southpaw,,60884f31ead1609c
3610,Justin Wilcox,66.0,,Orthodox,,4a482a0100cfcd0a
3611,Joe Wilk,69.0,,,,781014fb7e8e647a
3612,Aaron Wilkinson,70.0,,,,338a11d3674eb2d4
3613,Mike Wilkinson,67.0,66.0,Orthodox,,cfaf010d5b389c09
3614,Rob Wilkinson,75.0,80.0,Orthodox,,826475cc758e60e6
3615,James Wilks,73.0,75.0,Orthodox,1978-05-04,852454c572675334
3616,Tedd Williams,73.0,,Orthodox,,b63e800c18e011b5
3617,Pete Williams,75.0,,Orthodox,,6291ac0a3726732f
3618,Rubin Williams,73.0,,Orthodox,,6f812143641ceff8
3619,Carter Williams,73.0,,Orthodox,,b8e2f10efb6eca85
3620,Patrick Williams,68.0,73.0,Orthodox,,39330403ad27c2bb
3621,Tim Williams,74.0,76.0,Orthodox,,990bd63726a577f8
3622,Jordan Williams,73.0,75.0,Southpaw,,e26bd53b751d61d9
3623,Cole Williams,72.0,73.0,Orthodox,,f9a20a17d712ef7c
3624,Khaos Williams,72.0,77.0,Orthodox,,2558ae2e5671e318
3625,Karl Willis,,,,,95883dbdab4fcf0f
3626,Justin Willis,73.0,78.0,Southpaw,,ce1e867808ef5fce
3627,Chris Wilson,73.0,75.0,Orthodox,,a56607a451e4c70d
3628,Greg Wilson,,,,,9cc84087ee768342
3629,Jonathan Wilson,74.0,75.0,Southpaw,,cd01f0b768a32475
3630,Sean Wilson,68.0,,,,b8e6393c39cb9740
3631,Matt Wiman,70.0,68.0,Orthodox,,eb29176b03dfa888
3632,Eddie Wineland,67.0,69.0,Orthodox,,fc9a9559a05f2704
3633,Deron Winn,66.0,70.0,Orthodox,,483a953b18d73bb3
3634,Andre Winner,71.0,73.0,Orthodox,,b45d6b73f4ca4467
3635,Eric Wisely,68.0,,Southpaw,,53f84637dfffab7a
3636,Keith Wisniewski,72.0,,Orthodox,,cd12227edd3f134b
3637,Jason Witt,70.0,70.0,Orthodox,,5f3805dda9661cba
3638,Travis Wiuff,75.0,,Orthodox,,7f9f528cb72a6ed1
3639,Ray Wizard,,,,,ea0ad155451ed1f5
3640,Danyelle Wolf,71.0,70.0,Orthodox,,a7e3f02fe2b2fe30
3641,Brandon Wolff,69.0,,Orthodox,,aa79d5399571068e
3642,Xue Do Won,67.0,,,,daa89f01e1c0f42a
3643,Joanne Wood,66.0,65.0,Orthodox,,12f91bfa8f1f723b
3644,Nathaniel Wood,66.0,69.0,Orthodox,1993-05-08,329e403448756217
3645,Tyron Woodley,69.0,74.0,Orthodox,,effd9de9937996f8
3646,Salvador Woods,71.0,,,,8de471543d9c933e
3647,Sean Woodson,74.0,78.0,Orthodox,,4682bc59d5f55145
3648,Cal Worsham,71.0,,Orthodox,,de3ed2e152520c8d
3649,Hunter Worsham,,,,,8fb808fc2e145bd6
3650,Khama Worthy,71.0,74.0,Orthodox,,78e501478a36a018
3651,Eric Wray,72.0,,Orthodox,,eb6edce3028f05c0
3652,Justin Wren,74.0,,Orthodox,,e78f601035d677f2
3653,JW Wright,,,,,2a0b19a96f848eff
3654,Chris Wright,,,,,7182146226dabe22
3655,Jordan Wright,74.0,77.0,Orthodox,,c878270af633eb11
3656,Marcin Wrzosek,69.0,,,,aac6edb0d5e0b7e9
3657,Wu Yanan,68.0,66.0,Orthodox,,fdbefee0827e1567
3658,Rubens Xavier,75.0,,Orthodox,,e6dac752a2418a88
3659,Xiao Long,68.0,66.0,Orthodox,,86bace9e4ad85542
3660,Xie Bin,70.0,72.0,Orthodox,,e415ea6f8d41c917
3661,Jamie Yager,73.0,,Orthodox,,85248da6e9e2f7e7
3662,Eddie Yagin,67.0,,Orthodox,,cc84b68f862b466f
3663,Rani Yahya,66.0,67.0,Orthodox,,94527830000ab715
3664,Alexander Yakovlev,75.0,74.0,Southpaw,,d06f8869449ba7bd
3665,Keiichiro Yamamiya,71.0,,Southpaw,,6014d25e73b669c9
3666,Kenichi Yamamoto,72.0,,Orthodox,,9f488f520ed25bbf
3667,Yoshihisa Yamamoto,74.0,,Southpaw,,eed2b71d77d95416
3668,Atsushi Yamamoto,66.0,,Orthodox,,351264d11286d09a
3669,Norifumi Yamamoto,64.0,66.0,Southpaw,,4834ff149dc9542a
3670,Hiroko Yamanaka,71.0,,,,283645128ae57eda
3671,Goiti Yamauchi,70.0,,,,9e1a7101fefe9746
3672,Takeshi Yamazaki,68.0,,Southpaw,,d1d20e651e6cbc02
3673,Yan Xiaonan,65.0,63.0,Orthodox,,c41d426cc7326d1b
3674,Petr Yan,67.0,67.0,Switch,,d661ce4da776fc20
3675,Yan Qihui,63.0,62.0,Orthodox,,5c9c2e247c836b67
3676,Adam Yandiev,69.0,74.0,Orthodox,,0a95c474e61a6c44
3677,Adrian Yanez,67.0,70.0,Orthodox,,0232cabbc30a2372
3678,Dongi Yang,70.0,73.0,Southpaw,,aed06011bf62237b
3679,Jianping Yang,67.0,,Orthodox,,d3c554d6e11fc9d6
3680,Masutatsu Yano,69.0,,Orthodox,,d56caaa5e123f518
3681,Emmanuel Yarborough,80.0,,Open Stance,,2299605af59fd309
3682,Cale Yarbrough,73.0,,Orthodox,,a0b91014e9d16a76
3683,Tadao Yasuda,76.0,,Orthodox,,49e7e05f902479ca
3684,Yoshiaki Yatsu,73.0,,Orthodox,,620be7e0712d431b
3685,Chris Yee,69.0,,,,920632ca1b78fae5
3686,Ashley Yoder,67.0,69.0,Southpaw,,b4c6c904a9ffc5e8
3687,Hirotaka Yokoi,71.0,,Orthodox,,35585d970300d45a
3688,Kazunori Yokota,68.0,,Orthodox,,a8e8587a06e73c87
3689,John Yoo,,,,,40eb2aef4d5577d4
3690,Sanghoon Yoo,72.0,74.0,Orthodox,,00b490982afd1b17
3691,Dong Sik Yoon,72.0,,Orthodox,,ad99fa5325519169
3692,Yoshiyuki Yoshida,71.0,70.0,Southpaw,1974-05-10,ab8900ae1f1dfd4c
3693,Hidehiko Yoshida,71.0,,Orthodox,,2eae41f61776c60f
3694,Kaitlin Young,69.0,,Orthodox,,79ff6545b0abc685
3695,Artenus Young,,,,,8d4943a9ce9f521b
3696,Trenell Young,66.0,,Orthodox,,bf5183e1c1afc3b2
3697,Jason Young,69.0,73.0,Orthodox,,f59e9e49ef85b469
3698,Shane Young,68.0,72.0,Orthodox,,4cd8b03aee1d0138
3699,Shanna Young,67.0,65.0,Orthodox,,568bbad0eaced57c
3700,Besam Yousef,71.0,,Orthodox,,98ec9f385cca47fc
3701,Han Ten Yun,71.0,,,,67ec58d7cf599835
3702,Rob Yundt,73.0,,Orthodox,1980-05-05,42078a86d3dd037b
3703,Sodiq Yusuff,69.0,71.0,Orthodox,1993-05-19,94426bb170c88115
3704,Gilbert Yvel,74.0,77.0,Orthodox,,d29b5c4f22c6357d
3705,Luke Zachrich,74.0,74.0,Orthodox,,2284092f8b63273b
3706,Anton Zafir,71.0,,Orthodox,1987-05-10,8c822811eedc11ad
3707,Aiemann Zahabi,68.0,68.0,Orthodox,,24656ef4d605c96f
3708,Joao Zaiden,,,,,6b614bda982f5214
3709,Youssef Zalal,70.0,72.0,Switch,,52c2ae6d2f2d2613
3710,Elizeu Zaleski dos Santos,71.0,73.0,Orthodox,,8adcbd525fab8d9b
3711,Zach Zane,67.0,69.0,Southpaw,,cc3878d1ab41a5fa
3712,Roger Zapata,71.0,,Southpaw,1986-05-09,fe5ca7ef93c3f6a7
3713,Marius Zaromskis,69.0,,Orthodox,,abcf7e55a0a9ed89
3714,David Zawada,72.0,75.0,Orthodox,,3bb2dc8e87b10a46
3715,Joao Zeferino,71.0,,Orthodox,,be4076c9e8d791e3
3716,Daniel Zellhuber,73.0,77.0,Switch,,4148802ae4a50768
3717,Craig Zellner,74.0,,Orthodox,,3794e5e0bb0defb6
3718,Roman Zentsov,73.0,,Orthodox,,3144121470023e9a
3719,Carlos Zevallos,72.0,,Orthodox,,cbf69fa846c7e3ee
3720,Zhang Tiequan,68.0,69.0,Orthodox,,c23e3d4875340d8d
3721,Zhang Lipeng,71.0,71.0,Southpaw,,7b310409440c9102
3722,Zhang Weili,64.0,63.0,Switch,,1ebe20ebbfa15e29
3723,Zhang Minyang,,,,,8a65fd9ba31fd3f7
3724,Yao Zhikui,65.0,64.0,Orthodox,,5ea918ea81b7dee2
3725,Zhalgas Zhumagulov,64.0,66.0,Switch,,55fa6ce3e522c8bb
3726,Fares Ziam,73.0,75.0,Orthodox,,1e4f273069fb9e85
3727,Mike Zichelle,,,,,6d3398b910461f2f
3728,James Zikic,74.0,,Orthodox,,4b4fc3ddc307bc73
3729,Errol Zimmerman,75.0,,Orthodox,,0aa74d04c196800c
3730,Cat Zingano,66.0,68.0,Southpaw,,3ecd936bd8814108
3731,Igor Zinoviev,73.0,,Orthodox,,108afe61a26bcbf4
3732,Dave Zitanick,,,,,be124bdd60fab7d5
3733,Alex Zuniga,,,,,02d808afb96669de
3734,George Zuniga,69.0,,,,1291dd6b8ab4d952
3735,Allan Zuniga,67.0,70.0,Orthodox,,523af801b3429015
3736,Virgil Zwicker,74.0,74.0,,,0c277f3ff66b0208
3737,Tatsuro Taira,,,,,4461d7e47375a895
3738,Trey Ogden,,,,,cfc3e7bb44685289
3739,Josh Fremd,76.0,,,,ca43de99b07b6b40
3740,Ramona Pascual,,,,,3eb4dc9a7d4ac906
3741,Denis Tiuliulin,,,,1988-05-17,0112352cb32f5026
3742,Daniel Lacerda,,,Switch,,b5681522d7d6b122
3743,Evan Elder,69.0,,,,d9a56ecb6e94f02e
3744,Charles Johnson,,,,,814e5233e2acf2ee
3745,John Adajar,,,,,989b85f6540c86b1
3746,Angga,,,,,d6a3e131ad4ba064
3747,Balajin,,,,,e626e92a8f2a9737
3748,SeungGuk Choi,,,,,adccbc19b22e19af
3749,Wallen Del Rosario,,,,,a62f85f6a6c19a4c
3750,Shaun Etchell,,,,,ea9bfe9c25037bba
3751,Gugun Gusman,,,,,e34e3b1fffa13a6a
3752,JunYoung Hong,,,,,b24666e26bd750a3
3753,Yuma Horiuchi,,,,,f6c1ce7cfd600662
3754,Yazmin Jauregui,63.0,,,,40cb680ae1cd331f
3755,Asikeerbai Jinensibieke,,,,,4eccb78d628b2238
3756,Anshul Jubli,,,,,a72a2a769fa5a2be
3757,Toshiomi Kazama,,,,1997-05-15,148bb103cfbf123e
3758,Maimaitituoheti Keremuaili,,,,,772022b989534f0d
3759,WonBin Ki,,,,,aaeb55084b198a39
3760,MinWoo Kim,,,,,6343a95f1d9e6a33
3761,HanSeul Kim,,,,,2bc47c7cc6c05bd7
3762,Kyung Pyo Kim,,,,,5a9f7b5ffebdd6e7
3763,Top Kiwram,,,,,e065b4a42a6c2c79
3764,Josefine Knutsson,,,,,971dba22c622af12
3765,JeongYeong Lee,,,,,d008d785f6347dc2
3766,Lu Kai,,,,,a2d23e684b3db732
3767,Koyomi Matsushima,,,,,5ad226da6c74a48e
3768,Ailiya Muratbek,,,,,9b6dcc335ad03696
3769,Rinya Nakamura,,,,,d8c811df0386d5e8
3770,Shohei Nose,,,,,6b0e83b094f816ac
3771,HyunSung Park,,,,,b671bdf981ad527d
3772,Keisuke Sasu,,,,,b7bcf6dfbbb7c16c
3773,YeDam Seo,,,,,762572d67204fadb
3774,Pawan Maan Singh,,,,,450bacdacd706bcd
3775,Jeremia Siregar,,,,,a7ac3b1b0c4146db
3776,Rama Supandhi,,,,,6d537248fe7cccf1
3777,Tuco Tokkos,,,,,3e8118c1ab52f211
3778,Takeru Uchida,,,,,1d76f07ffdd765c2
3779,Sho Usami,,,,2000-05-08,fe30c5f5cc3e028b
3780,Yi Zha,,,,,3f11fd1751fa83b1
3781,Tatsuya Ando,,,,,17615148dd4be6f6
3782,Juan Andres Luna,,,,,1fd9f744105024a8
3783,Farid Basharat,,,,,a09ed60aa67a3f67
3784,Anvar Boynazarov,,,,,4a191f4ea2fce7fc
3785,Charlie Campbell,,,,,b39f7a6c2be17ee8
3786,Clayton Carpenter,,,,,b62d5280966b2460
3787,Jack Cartwright,,,,1994-05-26,1f592bfefb0d62a3
3788,Alessandro Costa,,,,,3fa97913cfd205d3
3789,Hailey Cowan,,,,,3c26c420584d912d
3790,Emilio Cuellar,,,,,3aeb69b4a13ff0e8
3791,Acacio Dos Santos,,,,,957562fdf68a725a
3792,Billy Goff,,,,,fa07345cc9db5cc9
3793,Denise Gomes,,,,,cffb87059e645bd1
3794,Ahmad Hassanzada,,,,,bf7a64d9ae343e86
3795,Claudia Leite,,,,,90550a08f0b02b6f
3796,Caio Machado,,,,,89839250eb25c9c1
3797,Roshan Mainam,,,,,b301292b1bc92bdb
3798,Francis Marshall,,,,,5d495dec23d7c68e
3799,Connor Matthews,,,,1992-05-31,36e78278a77006d4
3800,Eduardo Neves,,,,,1d688fa375d9431c
3801,Ho Taek Oh,,,,,5c020ee6ab450870
3802,Claudio Ribeiro,,,,,972c456ff38b2015
3803,Esteban Ribovics,,,,,323d4ca260dfa0ba
3804,Jesus Santos Aguilar,,,,,c051c2e12d692b8a
3805,Jeka Saragih,,,,,8841c126a8ea629a
3806,Erik Silva,,,,,21b813b919776d90
3807,Danilo Suzart,,,,,3d99e5aa85d7576a
3808,Ivan Valenzuela,,,,,45b82ebf0b9e0fd2
3809,Rayanne Amanda,,,,,02bb48869eb7ac8f
3810,Rodolfo Bellato,,,,,69898645d600abdb
3811,Tereza Bleda,,,,,59c438c81fbf3ece
3812,Waldo Cortes-Acosta,,,,,fc08099550072fe4
3813,Ozzy Diaz,,,,,6967153c7edb4d87
3814,Viktoriia Dudakova,,,,,6c9b66b43663f2f7
3815,Sedriques Dumas,,,,,4e6738062d469256
3816,Stephen Erczeg,,,,,32ab52e5de93092d
3817,Sandra Lavado,,,,1994-05-03,aa6da8cb3a26da04
3818,Rodrigo Lidio,,,,,11b5a809c3120e27
3819,Nayara Maia,,,,,03b1b79b34eaf217
3820,Michael Parkin,,,,,0d5cc0170c1a7e71
3821,Thomas Paull,,,,,dda67d7d3df6b406
3822,Matej Penaz,,,,,abd64006fd37298d
3823,Vitor Petrino,,,,,71171fc96445bf65
3824,Mateusz Rebecki,,,,,849c5d9979df5357
3825,Paulo Renato Jr.,,,,,01dfb60661153735
3826,Kaleio Romero,,,,,33df417d0017eb0c
3827,Shannon Ross,,,,1989-05-12,51c655162e462ceb
3828,Nazim Sadykhov,,,,1994-05-16,ff62013d2fce6d13
3829,Willian Souza,,,,,dfc7f0a2d91ad337
3830,Oumar Sy,,,,,46e2011d92463b7e
3831,Karolina Wojcik,,,,,b99b3620839ea911
3832,Jimmy Lawson,,,,,e43eefb10d440cb0
3833,Melissa Martinez,,,,,3f4c3bc822bea45d
3834,Kevin Szaflarski,,,,,d2d05dda5f887f87
3835,Daniel Argueta,67.0,70.0,Southpaw,,e4ba58725825412d
3836,Jeka Saragih,68.0,,Orthodox,,57186c150c645200
3837,Tainara Lisboa,66.0,,,,2c5f5749569eef66
3838,Ailin Perez,65.0,,,,06e4245d16fc5315
3839,Chelsea Chandler,,,,,af9efbfd63d39734
3840,Emily Ducote,,,,,02f8fedc18cbd26c
3841,Young Hwang,69.0,,,,8588d14c4952b9fa
3842,Jinnosuke Kashimura,68.0,,,,4a9120fa47bafef0
3843,Tetsuya Seki,70.0,,,,5e1062e066c601e6
3844,Asjabharan,66.0,,,,8be9deb7d6b36354
3845,Ikram Aliskerov,72.0,,,,b07aed698fba8624
3846,Leon Aliu,72.0,,,,6db394bf6c3b017c
3847,Bruna Brasil,66.0,,,,7138a15258dabf20
3848,Roy Echeverria,65.0,,,,20b13e96668caaa4
3849,Bruno Ferreira,68.0,,,1988-05-13,1e719d4b676dc19a
3850,Jafel Filho,67.0,,,,65adf3856c4d9256
3851,Marnic Mann,60.0,,,,b6203e0492a9336c
3852,Joao Elias,63.0,,,,1a064688481f66e1
3853,Rafael Estevam,68.0,,,,83455a9d17f57dae
3854,Richard Jacobi,,,,,46f557bd44da630e
3855,Darrius Flowers,69.0,,,,65db4065e2bc107d
3856,Amiran Gogoladze,72.0,,,,5d1636b6c1688502
3857,Josh Kim,69.0,,,,d538f13ab21d9633
3858,Cameron Saaiman,,,,,3c8a5200436e19f3
3859,Hamdy Abdelwahab,74.0,,,,3329d692aea4dc28
3860,Zachary Borrego,74.0,,,,b8fdb2903a2582a8
3861,Bo Nickal,73.0,,,,35673bf5204524ee
3862,Nariman Abbasov,68.0,,,,59a9d6dac61c2540
3863,Gabriel Bonfim,72.0,,,,01641ba5df0c69b0
3864,Ismael Bonfim,68.0,,,,eb393afdbe3293d5
3865,Edgar Chairez,67.0,,,,5ef94841c4bc3f86
3866,Felix Klinkhammer,72.0,,,,8276f28f1ad087de
3867,Garrett Armfield,66.0,70.0,Orthodox,,1effd880e1f1bb30
3868,Juliana Miller,67.0,,,1996-05-07,aa0c573da7119292
3869,Mohammed Usman,74.0,,,,da7f113b5ea39c43
3870,Brogan Walker,64.0,,,,4333a8e70a672eb7
3871,Blake Bilder,68.0,,,,5095b0920a3602aa
3872,Jose Henrique,76.0,,,,20a0e4cc5227c117
3873,Yusaku Kinoshita,72.0,,,,21b5c82c1b89dab1
3874,Alex Morgan,70.0,,,1991-05-14,938ea36fe9c269f0
3875,Iasmin Lucindo,63.0,,,,abcf2cc6efc42031
3876,Zac Pauga,72.0,,,,56f7d7ee06be4aab
3877,Adam Fugitt,73.0,,Southpaw,,a01a62132460a98d
3878,Cedric Doumbe,70.0,,,,5159e6ee100c717e
3879,Da'Mon Blackshear,,,,,da22387a0407a2dc
3880,Tamires Vidal,65.0,,,,4f3064faf17aa711
3881,Donovan Beard,74.0,,,,3a6ac598320ca7f2
3882,Ashiek Ajim,,,,,49dea784f6cfed71
3883,Allan Begosso,64.0,,,,d6ed764f8b78d32a
3884,Vinicius Cenci,,,,,f21a152aaa3e95c6
3885,Freddy Emiliano Linares,,,,,a4ef92274a45143d
3886,Mando Gutierrez,66.0,,,,5f33ae0620e050c5
3887,Jack Jenkins,67.0,,,,a9da3158dd2c2b5a
3888,Daniel Marcos,67.0,,,,850266b3dc4e506e
3889,Mateus Mendonca,66.0,,,,48812daf291a4e23
3890,Gabriel Miranda,71.0,,,,b909a9a9688b5284
3891,Sam Patterson,76.0,,,,8b6e5dc2ba1edbe7
3892,Raul Rosas Jr.,69.0,,,,fe2babf95de24fb1
3893,Michal Figlak,70.0,,,,b4c57a8c2b773e82
3894,Themba Gorimbo,72.0,,,,40f3cb27fc7305a1
3895,Malik Lewis,72.0,,,,f60dbe6e05489c4f
3896,Nurullo Aliev,,,,,ca28cdf526d6b6e9
3897,Nair Melikyan,66.0,,,,64b8561624d3b15e
3898,Trevor Peek,69.0,,,,0bc697c5936a2d0a
3899,Trey Waters,77.0,,,,31dbfbe4e7a6727c
3900,Jarno Errens,71.0,,,,082eba4cd80f736f
3901,William Gomis,,,,,e1d40e8782d80bc2
3902,Karl Williams,75.0,,,,d35f734c56a89103
3903,Irina Alekseeva,68.0,,,,103e2e33a60683e1
3904,Slim Trabelsi,75.0,,,1993-05-09,ff2ec83f44000f78
3905,Don Shainis,66.0,,,,da4628f173337902
3906,Josh Wick,69.0,,Switch,,13935768cf8aeb86
3907,Jaqueline Amorim,63.0,,,,bc7d1ad49fcb2d08
3908,Yamato Nishikawa,67.0,,,,7beecbe0a08cf002
3909,Lucas Alexander,70.0,,,,11583163f45c7b31
3910,Gian Siqueira,,,,,a46fdda658fee832
3911,Samandar Murodov,,,,,6f4d199c0adc06f5
3912,Carlos Mota,66.0,,,,b15862fcd6ded451
3913,Gabriella Fernandes,66.0,,,,a6eb54ae17a551be
3914,Isaac Dulgarian,,,,,a57cb948c4c70a47
3915,Yanal Ashmoz,,,,,c739c2995a275314
3916,Gaston Bolanos,,,,,96924b0019b3aff1
3917,Steven Koslow,,,,,84512339473dd300
3918,Luan Lacerda,67.0,,,,6fc506e1099afe20
3919,Nick Fiore,71.0,,,,036e96c1c12b8a59
3920,Shara Magomedov,74.0,,,1994-05-16,06734ca9d88dec3a
3921,Melquizael Costa,70.0,,,,20bccc9bb4ceb23e
3922,Francisco Prado,70.0,,,,3920d0cc288f9b0d
3923,Nick Aguirre,69.0,,,,0978385b2bd9ef9b
3924,Christian Duncan,74.0,,,,a93f94c923c3a9cb
3925,Elves Brenner,69.0,,,,48a9a128784d53d1
3926,Rolando Bedoya,,,,,40a456a25d52ee65
3927,Carl Deaton,66.0,,,,914a897455693650
3928,Loik Radzhabov,,,Orthodox,,8c169fbe1ac33637
3929,Mark Climaco,,,,,60098849c703e389
3930,Ji Niushiyue,,,,,c14a683dac2ebc4c
3931,Sumit Kumar,,,,,a0a625221e0dd339
3932,Jung Hyun Lee,,,,,b6033505c245e28b
3933,Billy Pasulatan,,,,,e5a59983f4603621
3934,Ronal Siahaan,,,,,762226efa2b01654
3935,Rei Tsuruya,,,,,2f43a3e82661fa99
3936,Gabriel Santos,,,,,f2f140ce7532e327
3937,Reza Arianto,,,,,90063913321e7670
3938,Abdul Azeem Badakhshi,,,,,968764372c49eab6
3939,Bahatebole Batebolati,,,,,8f313e9c3a39c06e
3940,Eperaim Ginting,,,,,bad8ed7d714f1493
3941,Shin Haraguchi,,,,,05b17ae24e6bba81
3942,Sung Chan Hong,,,,,10d4575f497face4
3943,Baergeng Jieleyisi,,,,,8677e67a75d65b8e
3944,Shuya Kamikubo,,,,,a46fa1c7972548d0
3945,Kouya Kanda,,,,,b42d3a1469dab722
3946,Sang Uk Kim,,,,,a264d4e9a4d6bfe4
3947,Chang Ho Lee,,,,1994-05-09,117a06469813e4ef
3948,Li Kaiwen,,,,,0565706b1e7f7e7c
3949,Kazuma Maruyama,,,,,aa1a873d05acc7eb
3950,Wendris Patilima,,,,,66d42e9503fa108e
3951,Rana Rudra Pratap Singh,,,,,254ed71756cfd18c
3952,Joshua Van,,,,,17e97649403ba428
3953,Yibugele,,,,,cc2fcae2c0dc501d
3954,Daermisi Zhawupasi,,,,,fd52e5f9ab25c94c
3955,Sang Won Kim,,,,,e9712cad24948ce1
3956,Taiyilake Nueraji,,,,,7498b3ac79a3b948
3957,Peter Danesoe,,,,,5f119b24c0f9679c
3958,Chris Hofmann,,,,,33fb306278dbb3e5
3959,Sim Kai Xiong,,,,,79e2cb1e813f881b
3960,Nyamjargal Tumendemberel,,,,,17cb6d8e8187f304
3961,Assu Almabayev,,,,,8d3273573b85be09
3962,Azat Maksum,,,,,7f1bf0c255ec8756
3963,Braxton Smith,,,,,eaa9402e5a7990ad
3964,Eli Aronov,,,,,a90c200c3fbb22c4
3965,Felipe dos Santos,,,,,5cdf5339728f580d
3966,Zach Reese,,,,,23dec7c47cb418f8
3967,Isis Verbeek,,,,,d6f58b8cd1a6ff52
3968,Ivana Petrovic,,,,,38c5817ade8a8014
3969,Marcus McGhee,,,,1990-05-07,c0ac37a4a1133da9
3970,Chandler Cole,,,,,5d8a9c95af50280a
3971,Eduarda Moura,,,,,de594b35c45c2e9a
3972,Thomas Petersen,,,,,764d39074a352e33
3973,Janaina Silva,,,,,4784a5b4a452464a
