fighter,height,reach,stance,dob,fighter_id
Marvin Vettori,72.0,74.0,Southpaw,,7acbb0972e75281a
Hugo Viana,66.0,67.0,Orthodox,,f95381efb3051d81
Guilherme Viana,76.0,,,,393b8e03fb410a78
Polyana Viana,65.0,67.0,Orthodox,,9673a497a9da119a
Vitor Vianna,,,Orthodox,,744f50016c39c26c
James Vick,75.0,76.0,Orthodox,,6256b2b1562cb8e1
Milton Vieira,72.0,,Orthodox,,7cf20446453f852b
Reginaldo Vieira,67.0,65.0,Orthodox,,f9081770e28ea2e1
Ketlen Vieira,68.0,68.0,Orthodox,,b9706f80d005036c
Rodolfo Vieira,72.0,73.0,Orthodox,,260e9e0d4954aea6
Steve Vigneault,70.0,,Orthodox,,6888e31ce88f5b17
Alejandro Villalobos,67.0,,,,2e88f2030d8a928a
DeMarco Villalona,69.0,,,,0275e33febc2818c
Gian Villante,75.0,76.0,Orthodox,,fcd448a2fe1a23cc
Ike Villanueva,73.0,73.0,Orthodox,,f9d0cae37dabfafc
Ruben Villareal,76.0,,Orthodox,1970-05-01,39f68882def7a507
Armando Villarreal,67.0,66.0,Southpaw,,454c1f0b638972ab
Pablo Villaseca,67.0,,,,34f93dfbd43b2144
Joey Villasenor,72.0,,Orthodox,,15515e797aedc137
Danillo Villefort,73.0,,Orthodox,1983-05-08,fd87b1bbfcde9d5e
Yuri Villefort,72.0,73.0,Orthodox,,0fb1e2694a39a02f
Marcos Vinicius,69.0,,Orthodox,,e363b21261814830
Brandon Visher,66.0,68.0,Orthodox,1984-05-06,7c4ec656d8fcb867
Falaniko Vitale,70.0,,Orthodox,,445a98acb8985970
Cheyanne Vlismas,63.0,63.0,Switch,,4959f10a62f3fec3
Bobby Voelker,72.0,74.0,Orthodox,,fb8a3025ae722e64
Alexander Volkanovski,66.0,71.0,Orthodox,,e1248941344b3288
Jacob Volkmann,69.0,71.0,Southpaw,,6f81b6de2557739a
Alexander Volkov,79.0,80.0,Orthodox,,279566840aa55bf2
Jason Von Flue,72.0,,Orthodox,,c4b9296214f4c09c
Milco Voorn,,,Orthodox,,277ffed20cf07aea
Mark Vorgeas,70.0,,,,ef0344ed552d8a22
Igor Vovchanchyn,68.0,,Orthodox,,7929be8290289a47
James Wade,70.0,,,,6291decf7f3b6608
Chris Wade,70.0,70.0,Orthodox,,c8097968da5e5f13
Neil Wain,70.0,,Orthodox,,6b7bc7eaf2465387
TJ Waldburger,71.0,75.0,Orthodox,,8f2939f5fd9cca1e
Chase Waldon,73.0,75.0,Orthodox,,aeb6c57b9bd8bc3a
Andre Walker,71.0,,Southpaw,,18944a1a6ac1becf
Herschel Walker,73.0,,Orthodox,,bd92e38aef641673
Donny Walker,69.0,,,,e6147d5ab3685899
Johnny Walker,78.0,82.0,Orthodox,,c21f26bbde777573
Ben Wall,70.0,,Orthodox,,1ad381c8994c4e5b
Crafton Wallace,72.0,,Orthodox,,bf41b5131545da12
Rodney Wallace,69.0,72.0,Switch,,b9415726dc3ec526
Jeremy Wallace,69.0,,,,b87c3f460709f74c
Randall Wallace,71.0,73.0,Orthodox,,95cf6be9071e68b0
James Wallace,70.0,69.0,Orthodox,,4078de7181a19142
Jim Wallhead,70.0,,Orthodox,,0c670b443c3d269f
Cory Walmsley,72.0,,Orthodox,,83c6c3e0f8bde8ee
Richard Walsh,72.0,73.0,Orthodox,,303a05a7aa3ff761
Patrick Walsh,71.0,,,,b4c96c3d9139bf0e
Erick Wanderlei,73.0,,Orthodox,,d57e6a8971b6d2bd
Dimitiri Wanderley,,,Orthodox,,a1d6b308781aa2f5
Andy Wang,66.0,,Orthodox,1977-05-28,476414d2f18cd059
Sai Wang,72.0,,Southpaw,,efb9a43415a56d34
Anying Wang,72.0,,Orthodox,,69e8c632135af48b
Curt Warburton,72.0,73.0,Orthodox,,2721bb808bb2523c
Brennan Ward,70.0,71.0,,,67cd6495280b0a57
Charlie Ward,71.0,,Orthodox,,e81dd0bb8a64b550
Terrion Ware,68.0,71.0,Orthodox,,ba5e253af86db1a8
Joe Warren,66.0,,Orthodox,,c0c1bc0766df4c00
Brian Warren,72.0,,Orthodox,,c4c4c7dd26c15d91
Merritt Warren,70.0,,Southpaw,,1e47dba648ea438c
Idris Wasi,72.0,,,,8a19676a3388845a
Kengo Watanabe,76.0,,Orthodox,,2abe38b81d68a24a
Kazuhisa Watanabe,66.0,,,1983-05-18,951ffadfc4e917ea
Ron Waterman,74.0,,Orthodox,,efaf544314bb5c2e
Andy Waters,72.0,,,,103e2e67919379c5
Dominic Waters,73.0,79.0,Orthodox,,2de91c2244ad7e89
Michelle Waterson,63.0,62.0,Orthodox,,eb04b9d31e938edb
Sam Watford,,,,,1836639ecf9b6e7f
Blake Watkins,,,,,117580b232409824
Kyle Watson,72.0,,Southpaw,,d7b2c0b53883ee80
Maka Watson,,,,,a31dfd9e8b2dc6ca
Walel Watson,71.0,75.0,Orthodox,,92aafa8f4b26269b
Tom Watson,73.0,73.0,Orthodox,,6809c31286b08d97
Enrique Watson,,,,,a99d4aa689bdca18
Brok Weaver,72.0,73.0,Southpaw,,7c9f96f9a6a5cd50
Jonavin Webb,70.0,,Orthodox,,f40ec51dd4de47c3
Stephanie Webber,66.0,,,,d44a84409bf0da64
Royston Wee,67.0,67.0,Orthodox,,b9c03e7a4557e542
Darian Weeks,71.0,72.0,Orthodox,,326a001926ffb7ec
Joshua Weems,68.0,69.0,Orthodox,1994-05-05,69888118d968ba52
Daniel Weichel,70.0,70.0,,,7b9dade6bedaabbe
Chris Weidman,74.0,78.0,Orthodox,,3a8176e15b9887c1
Mark Weir,74.0,,Southpaw,,9ccdd2ce45903f34
Christian Wellisch,74.0,77.0,Orthodox,,f1b2a4365799c48b
Jeremiah Wells,69.0,74.0,Switch,,d66a46de8d705353
Fabricio Werdum,76.0,77.0,Orthodox,,492b202d2064e7a9
Mike Wessel,72.0,,Orthodox,,b51841e7c594090d
Dustin West,71.0,,,,5f5763b3a4de8dd4
Sheldon Westcott,73.0,71.0,Southpaw,,ec2d13a87d3d9541
Aaron Wetherspoon,,,,,1ce7998e0a215caa
Coty Wheeler,66.0,67.0,Orthodox,,e57f0b06ea39e360
Vernon White,72.0,,Southpaw,,12458872d6afae1b
Steve White,71.0,,,,d181689653115b6a
Alex White,72.0,71.0,Southpaw,,c17041f1bb5768d8
Craig White,74.0,76.0,Orthodox,,3dd949593346dbc3
Patrik White,72.0,72.0,Orthodox,,4debc6c4c6249690
Robert Whiteford,69.0,69.0,Southpaw,,1dafccb62a0f98ec
Mike Whitehead,73.0,,Orthodox,,22d1e00e1aabb7c9
Garett Whiteley,72.0,72.0,Orthodox,,129537073431e52e
Mitch Whitesel,69.0,,,,b6debbda44d4a5a0
Emily Whitmire,65.0,63.0,Orthodox,1991-05-24,b3d21b2610dcfaeb
Robert Whittaker,72.0,73.0,Orthodox,,e1147d3d2dabe1ce
Adam Wieczorek,77.0,81.0,Orthodox,,efa1f6b42c86793c
Orlando Wiet,70.0,,Southpaw,,a6c2f5381d575920
Jonathan Wiezorek,75.0,,Southpaw,,60884f31ead1609c
Justin Wilcox,66.0,,Orthodox,,4a482a0100cfcd0a
Joe Wilk,69.0,,,,781014fb7e8e647a
Aaron Wilkinson,70.0,,,,338a11d3674eb2d4
Mike Wilkinson,67.0,66.0,Orthodox,,cfaf010d5b389c09
Rob Wilkinson,75.0,80.0,Orthodox,,826475cc758e60e6
James Wilks,73.0,75.0,Orthodox,1978-05-04,852454c572675334
Tedd Williams,73.0,,Orthodox,,b63e800c18e011b5
Pete Williams,75.0,,Orthodox,,6291ac0a3726732f
Rubin Williams,73.0,,Orthodox,,6f812143641ceff8
Carter Williams,73.0,,Orthodox,,b8e2f10efb6eca85
Patrick Williams,68.0,73.0,Orthodox,,39330403ad27c2bb
Tim Williams,74.0,76.0,Orthodox,,990bd63726a577f8
Jordan Williams,73.0,75.0,Southpaw,,e26bd53b751d61d9
Cole Williams,72.0,73.0,Orthodox,,f9a20a17d712ef7c
Khaos Williams,72.0,77.0,Orthodox,,2558ae2e5671e318
Karl Willis,,,,,95883dbdab4fcf0f
Justin Willis,73.0,78.0,Southpaw,,ce1e867808ef5fce
Chris Wilson,73.0,75.0,Orthodox,,a56607a451e4c70d
Greg Wilson,,,,,9cc84087ee768342
Jonathan Wilson,74.0,75.0,Southpaw,,cd01f0b768a32475
Sean Wilson,68.0,,,,b8e6393c39cb9740
Matt Wiman,70.0,68.0,Orthodox,,eb29176b03dfa888
Eddie Wineland,67.0,69.0,Orthodox,,fc9a9559a05f2704
Deron Winn,66.0,70.0,Orthodox,,483a953b18d73bb3
Andre Winner,71.0,73.0,Orthodox,,b45d6b73f4ca4467
Eric Wisely,68.0,,Southpaw,,53f84637dfffab7a
Keith Wisniewski,72.0,,Orthodox,,cd12227edd3f134b
Jason Witt,70.0,70.0,Orthodox,,5f3805dda9661cba
Travis Wiuff,75.0,,Orthodox,,7f9f528cb72a6ed1
Ray Wizard,,,,,ea0ad155451ed1f5
Danyelle Wolf,71.0,70.0,Orthodox,,a7e3f02fe2b2fe30
Brandon Wolff,69.0,,Orthodox,,aa79d5399571068e
Xue Do Won,67.0,,,,daa89f01e1c0f42a
Joanne Wood,66.0,65.0,Orthodox,,12f91bfa8f1f723b
Nathaniel Wood,66.0,69.0,Orthodox,1993-05-08,329e403448756217
Tyron Woodley,69.0,74.0,Orthodox,,effd9de9937996f8
Salvador Woods,71.0,,,,8de471543d9c933e
Sean Woodson,74.0,78.0,Orthodox,,4682bc59d5f55145
Cal Worsham,71.0,,Orthodox,,de3ed2e152520c8d
Hunter Worsham,,,,,8fb808fc2e145bd6
Khama Worthy,71.0,74.0,Orthodox,,78e501478a36a018
Eric Wray,72.0,,Orthodox,,eb6edce3028f05c0
Justin Wren,74.0,,Orthodox,,e78f601035d677f2
JW Wright,,,,,2a0b19a96f848eff
Chris Wright,,,,,7182146226dabe22
Jordan Wright,74.0,77.0,Orthodox,,c878270af633eb11
Marcin Wrzosek,69.0,,,,aac6edb0d5e0b7e9
Wu Yanan,68.0,66.0,Orthodox,,fdbefee0827e1567
Rubens Xavier,75.0,,Orthodox,,e6dac752a2418a88
Xiao Long,68.0,66.0,Orthodox,,86bace9e4ad85542
Xie Bin,70.0,72.0,Orthodox,,e415ea6f8d41c917
Jamie Yager,73.0,,Orthodox,,85248da6e9e2f7e7
Eddie Yagin,67.0,,Orthodox,,cc84b68f862b466f
Rani Yahya,66.0,67.0,Orthodox,,94527830000ab715
Alexander Yakovlev,75.0,74.0,Southpaw,,d06f8869449ba7bd
Keiichiro Yamamiya,71.0,,Southpaw,,6014d25e73b669c9
Kenichi Yamamoto,72.0,,Orthodox,,9f488f520ed25bbf
Yoshihisa Yamamoto,74.0,,Southpaw,,eed2b71d77d95416
Atsushi Yamamoto,66.0,,Orthodox,,351264d11286d09a
Norifumi Yamamoto,64.0,66.0,Southpaw,,4834ff149dc9542a
Hiroko Yamanaka,71.0,,,,283645128ae57eda
Goiti Yamauchi,70.0,,,,9e1a7101fefe9746
Takeshi Yamazaki,68.0,,Southpaw,,d1d20e651e6cbc02
Yan Xiaonan,65.0,63.0,Orthodox,,c41d426cc7326d1b
Petr Yan,67.0,67.0,Switch,,d661ce4da776fc20
Yan Qihui,63.0,62.0,Orthodox,,5c9c2e247c836b67
Adam Yandiev,69.0,74.0,Orthodox,,0a95c474e61a6c44
Adrian Yanez,67.0,70.0,Orthodox,,0232cabbc30a2372
Dongi Yang,70.0,73.0,Southpaw,,aed06011bf62237b
Jianping Yang,67.0,,Orthodox,,d3c554d6e11fc9d6
Masutatsu Yano,69.0,,Orthodox,,d56caaa5e123f518
Emmanuel Yarborough,80.0,,Open Stance,,2299605af59fd309
Cale Yarbrough,73.0,,Orthodox,,a0b91014e9d16a76
Tadao Yasuda,76.0,,Orthodox,,49e7e05f902479ca
Yoshiaki Yatsu,73.0,,Orthodox,,620be7e0712d431b
Chris Yee,69.0,,,,920632ca1b78fae5
Ashley Yoder,67.0,69.0,Southpaw,,b4c6c904a9ffc5e8
Hirotaka Yokoi,71.0,,Orthodox,,35585d970300d45a
Kazunori Yokota,68.0,,Orthodox,,a8e8587a06e73c87
John Yoo,,,,,40eb2aef4d5577d4
Sanghoon Yoo,72.0,74.0,Orthodox,,00b490982afd1b17
Dong Sik Yoon,72.0,,Orthodox,,ad99fa5325519169
Yoshiyuki Yoshida,71.0,70.0,Southpaw,1974-05-10,ab8900ae1f1dfd4c
Hidehiko Yoshida,71.0,,Orthodox,,2eae41f61776c60f
Kaitlin Young,69.0,,Orthodox,,79ff6545b0abc685
Artenus Young,,,,,8d4943a9ce9f521b
Trenell Young,66.0,,Orthodox,,bf5183e1c1afc3b2
Jason Young,69.0,73.0,Orthodox,,f59e9e49ef85b469
Shane Young,68.0,72.0,Orthodox,,4cd8b03aee1d0138
Shanna Young,67.0,65.0,Orthodox,,568bbad0eaced57c
Besam Yousef,71.0,,Orthodox,,98ec9f385cca47fc
Han Ten Yun,71.0,,,,67ec58d7cf599835
Rob Yundt,73.0,,Orthodox,1980-05-05,42078a86d3dd037b
Sodiq Yusuff,69.0,71.0,Orthodox,1993-05-19,94426bb170c88115
Gilbert Yvel,74.0,77.0,Orthodox,,d29b5c4f22c6357d
Luke Zachrich,74.0,74.0,Orthodox,,2284092f8b63273b
Anton Zafir,71.0,,Orthodox,1987-05-10,8c822811eedc11ad
Aiemann Zahabi,68.0,68.0,Orthodox,,24656ef4d605c96f
Joao Zaiden,,,,,6b614bda982f5214
Youssef Zalal,70.0,72.0,Switch,,52c2ae6d2f2d2613
Elizeu Zaleski dos Santos,71.0,73.0,Orthodox,,8adcbd525fab8d9b
Zach Zane,67.0,69.0,Southpaw,,cc3878d1ab41a5fa
Roger Zapata,71.0,,Southpaw,1986-05-09,fe5ca7ef93c3f6a7
Marius Zaromskis,69.0,,Orthodox,,abcf7e55a0a9ed89
David Zawada,72.0,75.0,Orthodox,,3bb2dc8e87b10a46
Joao Zeferino,71.0,,Orthodox,,be4076c9e8d791e3
Daniel Zellhuber,73.0,77.0,Switch,,4148802ae4a50768
Craig Zellner,74.0,,Orthodox,,3794e5e0bb0defb6
Roman Zentsov,73.0,,Orthodox,,3144121470023e9a
Carlos Zevallos,72.0,,Orthodox,,cbf69fa846c7e3ee
Zhang Tiequan,68.0,69.0,Orthodox,,c23e3d4875340d8d
Zhang Lipeng,71.0,71.0,Southpaw,,7b310409440c9102
Zhang Weili,64.0,63.0,Switch,,1ebe20ebbfa15e29
Zhang Minyang,,,,,8a65fd9ba31fd3f7
Yao Zhikui,65.0,64.0,Orthodox,,5ea918ea81b7dee2
Zhalgas Zhumagulov,64.0,66.0,Switch,,55fa6ce3e522c8bb
Fares Ziam,73.0,75.0,Orthodox,,1e4f273069fb9e85
Mike Zichelle,,,,,6d3398b910461f2f
James Zikic,74.0,,Orthodox,,4b4fc3ddc307bc73
Errol Zimmerman,75.0,,Orthodox,,0aa74d04c196800c
Cat Zingano,66.0,68.0,Southpaw,,3ecd936bd8814108
Igor Zinoviev,73.0,,Orthodox,,108afe61a26bcbf4
Dave Zitanick,,,,,be124bdd60fab7d5
Alex Zuniga,,,,,02d808afb96669de
George Zuniga,69.0,,,,1291dd6b8ab4d952
Allan Zuniga,67.0,70.0,Orthodox,,523af801b3429015
Virgil Zwicker,74.0,74.0,,,0c277f3ff66b0208
Tatsuro Taira,,,,,4461d7e47375a895
Trey Ogden,,,,,cfc3e7bb44685289
Josh Fremd,76.0,,,,ca43de99b07b6b40
Ramona Pascual,,,,,3eb4dc9a7d4ac906
Denis Tiuliulin,,,,1988-05-17,0112352cb32f5026
Daniel Lacerda,,,Switch,,b5681522d7d6b122
Evan Elder,69.0,,,,d9a56ecb6e94f02e
Charles Johnson,,,,,814e5233e2acf2ee
John Adajar,,,,,989b85f6540c86b1
Angga,,,,,d6a3e131ad4ba064
Balajin,,,,,e626e92a8f2a9737
SeungGuk Choi,,,,,adccbc19b22e19af
Wallen Del Rosario,,,,,a62f85f6a6c19a4c
Shaun Etchell,,,,,ea9bfe9c25037bba
Gugun Gusman,,,,,e34e3b1fffa13a6a
JunYoung Hong,,,,,b24666e26bd750a3
Yuma Horiuchi,,,,,f6c1ce7cfd600662
Yazmin Jauregui,63.0,,,,40cb680ae1cd331f
Asikeerbai Jinensibieke,,,,,4eccb78d628b2238
Anshul Jubli,,,,,a72a2a769fa5a2be
Toshiomi Kazama,,,,1997-05-15,148bb103cfbf123e
Maimaitituoheti Keremuaili,,,,,772022b989534f0d
WonBin Ki,,,,,aaeb55084b198a39
MinWoo Kim,,,,,6343a95f1d9e6a33
HanSeul Kim,,,,,2bc47c7cc6c05bd7
Kyung Pyo Kim,,,,,5a9f7b5ffebdd6e7
Top Kiwram,,,,,e065b4a42a6c2c79
Josefine Knutsson,,,,,971dba22c622af12
JeongYeong Lee,,,,,d008d785f6347dc2
Lu Kai,,,,,a2d23e684b3db732
Koyomi Matsushima,,,,,5ad226da6c74a48e
Ailiya Muratbek,,,,,9b6dcc335ad03696
Rinya Nakamura,,,,,d8c811df0386d5e8
Shohei Nose,,,,,6b0e83b094f816ac
HyunSung Park,,,,,b671bdf981ad527d
Keisuke Sasu,,,,,b7bcf6dfbbb7c16c
YeDam Seo,,,,,762572d67204fadb
Pawan Maan Singh,,,,,450bacdacd706bcd
Jeremia Siregar,,,,,a7ac3b1b0c4146db
Rama Supandhi,,,,,6d537248fe7cccf1
Tuco Tokkos,,,,,3e8118c1ab52f211
Takeru Uchida,,,,,1d76f07ffdd765c2
Sho Usami,,,,2000-05-08,fe30c5f5cc3e028b
Yi Zha,,,,,3f11fd1751fa83b1
Tatsuya Ando,,,,,17615148dd4be6f6
Juan Andres Luna,,,,,1fd9f744105024a8
Farid Basharat,,,,,a09ed60aa67a3f67
Anvar Boynazarov,,,,,4a191f4ea2fce7fc
Charlie Campbell,,,,,b39f7a6c2be17ee8
Clayton Carpenter,,,,,b62d5280966b2460
Jack Cartwright,,,,1994-05-26,1f592bfefb0d62a3
Alessandro Costa,,,,,3fa97913cfd205d3
Hailey Cowan,,,,,3c26c420584d912d
Emilio Cuellar,,,,,3aeb69b4a13ff0e8
Acacio Dos Santos,,,,,957562fdf68a725a
Billy Goff,,,,,fa07345cc9db5cc9
Denise Gomes,,,,,cffb87059e645bd1
Ahmad Hassanzada,,,,,bf7a64d9ae343e86
Claudia Leite,,,,,90550a08f0b02b6f
Caio Machado,,,,,89839250eb25c9c1
Roshan Mainam,,,,,b301292b1bc92bdb
Francis Marshall,,,,,5d495dec23d7c68e
Connor Matthews,,,,1992-05-31,36e78278a77006d4
Eduardo Neves,,,,,1d688fa375d9431c
Ho Taek Oh,,,,,5c020ee6ab450870
Claudio Ribeiro,,,,,972c456ff38b2015
Esteban Ribovics,,,,,323d4ca260dfa0ba
Jesus Santos Aguilar,,,,,c051c2e12d692b8a
Jeka Saragih,,,,,8841c126a8ea629a
Erik Silva,,,,,21b813b919776d90
Danilo Suzart,,,,,3d99e5aa85d7576a
Ivan Valenzuela,,,,,45b82ebf0b9e0fd2
Rayanne Amanda,,,,,02bb48869eb7ac8f
Rodolfo Bellato,,,,,69898645d600abdb
Tereza Bleda,,,,,59c438c81fbf3ece
Waldo Cortes-Acosta,,,,,fc08099550072fe4
Ozzy Diaz,,,,,6967153c7edb4d87
Viktoriia Dudakova,,,,,6c9b66b43663f2f7
Sedriques Dumas,,,,,4e6738062d469256
Stephen Erczeg,,,,,32ab52e5de93092d
Sandra Lavado,,,,1994-05-03,aa6da8cb3a26da04
Rodrigo Lidio,,,,,11b5a809c3120e27
Nayara Maia,,,,,03b1b79b34eaf217
Michael Parkin,,,,,0d5cc0170c1a7e71
Thomas Paull,,,,,dda67d7d3df6b406
Matej Penaz,,,,,abd64006fd37298d
Vitor Petrino,,,,,71171fc96445bf65
Mateusz Rebecki,,,,,849c5d9979df5357
Paulo Renato Jr.,,,,,01dfb60661153735
Kaleio Romero,,,,,33df417d0017eb0c
Shannon Ross,,,,1989-05-12,51c655162e462ceb
Nazim Sadykhov,,,,1994-05-16,ff62013d2fce6d13
Willian Souza,,,,,dfc7f0a2d91ad337
Oumar Sy,,,,,46e2011d92463b7e
Karolina Wojcik,,,,,b99b3620839ea911
Jimmy Lawson,,,,,e43eefb10d440cb0
Melissa Martinez,,,,,3f4c3bc822bea45d
Kevin Szaflarski,,,,,d2d05dda5f887f87
Daniel Argueta,67.0,70.0,Southpaw,,e4ba58725825412d
Jeka Saragih,68.0,,Orthodox,,57186c150c645200
Tainara Lisboa,66.0,,,,2c5f5749569eef66
Ailin Perez,65.0,,,,06e4245d16fc5315
Chelsea Chandler,,,,,af9efbfd63d39734
Emily Ducote,,,,,02f8fedc18cbd26c
Young Hwang,69.0,,,,8588d14c4952b9fa
Jinnosuke Kashimura,68.0,,,,4a9120fa47bafef0
Tetsuya Seki,70.0,,,,5e1062e066c601e6
Asjabharan,66.0,,,,8be9deb7d6b36354
Ikram Aliskerov,72.0,,,,b07aed698fba8624
Leon Aliu,72.0,,,,6db394bf6c3b017c
Bruna Brasil,66.0,,,,7138a15258dabf20
Roy Echeverria,65.0,,,,20b13e96668caaa4
Bruno Ferreira,68.0,,,1988-05-13,1e719d4b676dc19a
Jafel Filho,67.0,,,,65adf3856c4d9256
Marnic Mann,60.0,,,,b6203e0492a9336c
Joao Elias,63.0,,,,1a064688481f66e1
Rafael Estevam,68.0,,,,83455a9d17f57dae
Richard Jacobi,,,,,46f557bd44da630e
Darrius Flowers,69.0,,,,65db4065e2bc107d
Amiran Gogoladze,72.0,,,,5d1636b6c1688502
Josh Kim,69.0,,,,d538f13ab21d9633
Cameron Saaiman,,,,,3c8a5200436e19f3
Hamdy Abdelwahab,74.0,,,,3329d692aea4dc28
Zachary Borrego,74.0,,,,b8fdb2903a2582a8
Bo Nickal,73.0,,,,35673bf5204524ee
Nariman Abbasov,68.0,,,,59a9d6dac61c2540
Gabriel Bonfim,72.0,,,,01641ba5df0c69b0
Ismael Bonfim,68.0,,,,eb393afdbe3293d5
Edgar Chairez,67.0,,,,5ef94841c4bc3f86
Felix Klinkhammer,72.0,,,,8276f28f1ad087de
Garrett Armfield,66.0,70.0,Orthodox,,1effd880e1f1bb30
Juliana Miller,67.0,,,1996-05-07,aa0c573da7119292
Mohammed Usman,74.0,,,,da7f113b5ea39c43
Brogan Walker,64.0,,,,4333a8e70a672eb7
Blake Bilder,68.0,,,,5095b0920a3602aa
Jose Henrique,76.0,,,,20a0e4cc5227c117
Yusaku Kinoshita,72.0,,,,21b5c82c1b89dab1
Alex Morgan,70.0,,,1991-05-14,938ea36fe9c269f0
Iasmin Lucindo,63.0,,,,abcf2cc6efc42031
Zac Pauga,72.0,,,,56f7d7ee06be4aab
Adam Fugitt,73.0,,Southpaw,,a01a62132460a98d
Cedric Doumbe,70.0,,,,5159e6ee100c717e
Da'Mon Blackshear,,,,,da22387a0407a2dc
Tamires Vidal,65.0,,,,4f3064faf17aa711
Donovan Beard,74.0,,,,3a6ac598320ca7f2
Ashiek Ajim,,,,,49dea784f6cfed71
Allan Begosso,64.0,,,,d6ed764f8b78d32a
Vinicius Cenci,,,,,f21a152aaa3e95c6
Freddy Emiliano Linares,,,,,a4ef92274a45143d
Mando Gutierrez,66.0,,,,5f33ae0620e050c5
Jack Jenkins,67.0,,,,a9da3158dd2c2b5a
Daniel Marcos,67.0,,,,850266b3dc4e506e
Mateus Mendonca,66.0,,,,48812daf291a4e23
Gabriel Miranda,71.0,,,,b909a9a9688b5284
Sam Patterson,76.0,,,,8b6e5dc2ba1edbe7
Raul Rosas Jr.,69.0,,,,fe2babf95de24fb1
Michal Figlak,70.0,,,,b4c57a8c2b773e82
Themba Gorimbo,72.0,,,,40f3cb27fc7305a1
Malik Lewis,72.0,,,,f60dbe6e05489c4f
Nurullo Aliev,,,,,ca28cdf526d6b6e9
Nair Melikyan,66.0,,,,64b8561624d3b15e
Trevor Peek,69.0,,,,0bc697c5936a2d0a
Trey Waters,77.0,,,,31dbfbe4e7a6727c
Jarno Errens,71.0,,,,082eba4cd80f736f
William Gomis,,,,,e1d40e8782d80bc2
Karl Williams,75.0,,,,d35f734c56a89103
Irina Alekseeva,68.0,,,,103e2e33a60683e1
Slim Trabelsi,75.0,,,1993-05-09,ff2ec83f44000f78
Don Shainis,66.0,,,,da4628f173337902
Josh Wick,69.0,,Switch,,13935768cf8aeb86
Jaqueline Amorim,63.0,,,,bc7d1ad49fcb2d08
Yamato Nishikawa,67.0,,,,7beecbe0a08cf002
Lucas Alexander,70.0,,,,11583163f45c7b31
Gian Siqueira,,,,,a46fdda658fee832
Samandar Murodov,,,,,6f4d199c0adc06f5
Carlos Mota,66.0,,,,b15862fcd6ded451
Gabriella Fernandes,66.0,,,,a6eb54ae17a551be
Isaac Dulgarian,,,,,a57cb948c4c70a47
Yanal Ashmoz,,,,,c739c2995a275314
Gaston Bolanos,,,,,96924b0019b3aff1
Steven Koslow,,,,,84512339473dd300
Luan Lacerda,67.0,,,,6fc506e1099afe20
Nick Fiore,71.0,,,,036e96c1c12b8a59
Shara Magomedov,74.0,,,1994-05-16,06734ca9d88dec3a
Melquizael Costa,70.0,,,,20bccc9bb4ceb23e
Francisco Prado,70.0,,,,3920d0cc288f9b0d
Nick Aguirre,69.0,,,,0978385b2bd9ef9b
Christian Duncan,74.0,,,,a93f94c923c3a9cb
Elves Brenner,69.0,,,,48a9a128784d53d1
Rolando Bedoya,,,,,40a456a25d52ee65
Carl Deaton,66.0,,,,914a897455693650
Loik Radzhabov,,,Orthodox,,8c169fbe1ac33637
Mark Climaco,,,,,60098849c703e389
Ji Niushiyue,,,,,c14a683dac2ebc4c
Sumit Kumar,,,,,a0a625221e0dd339
Jung Hyun Lee,,,,,b6033505c245e28b
Billy Pasulatan,,,,,e5a59983f4603621
Ronal Siahaan,,,,,762226efa2b01654
Rei Tsuruya,,,,,2f43a3e82661fa99
Gabriel Santos,,,,,f2f140ce7532e327
Reza Arianto,,,,,90063913321e7670
Abdul Azeem Badakhshi,,,,,968764372c49eab6
Bahatebole Batebolati,,,,,8f313e9c3a39c06e
Eperaim Ginting,,,,,bad8ed7d714f1493
Shin Haraguchi,,,,,05b17ae24e6bba81
Sung Chan Hong,,,,,10d4575f497face4
Baergeng Jieleyisi,,,,,8677e67a75d65b8e
Shuya Kamikubo,,,,,a46fa1c7972548d0
Kouya Kanda,,,,,b42d3a1469dab722
Sang Uk Kim,,,,,a264d4e9a4d6bfe4
Chang Ho Lee,,,,1994-05-09,117a06469813e4ef
Li Kaiwen,,,,,0565706b1e7f7e7c
Kazuma Maruyama,,,,,aa1a873d05acc7eb
Wendris Patilima,,,,,66d42e9503fa108e
Rana Rudra Pratap Singh,,,,,254ed71756cfd18c
Joshua Van,,,,,17e97649403ba428
Yibugele,,,,,cc2fcae2c0dc501d
Daermisi Zhawupasi,,,,,fd52e5f9ab25c94c
Sang Won Kim,,,,,e9712cad24948ce1
Taiyilake Nueraji,,,,,7498b3ac79a3b948
Peter Danesoe,,,,,5f119b24c0f9679c
Chris Hofmann,,,,,33fb306278dbb3e5
Sim Kai Xiong,,,,,79e2cb1e813f881b
Nyamjargal Tumendemberel,,,,,17cb6d8e8187f304
Assu Almabayev,,,,,8d3273573b85be09
Azat Maksum,,,,,7f1bf0c255ec8756
Braxton Smith,,,,,eaa9402e5a7990ad
Eli Aronov,,,,,a90c200c3fbb22c4
Felipe dos Santos,,,,,5cdf5339728f580d
Zach Reese,,,,,23dec7c47cb418f8
Isis Verbeek,,,,,d6f58b8cd1a6ff52
Ivana Petrovic,,,,,38c5817ade8a8014
Marcus McGhee,,,,1990-05-07,c0ac37a4a1133da9
Chandler Cole,,,,,5d8a9c95af50280a
