event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC Fight Night: Miocic vs Maldonado,0.0,ftw,dec_spl,3,300,a104c62f69ce47de,Rony Jason,Robert Peralta,2014-05-31,3.0,3.0,6.0,3.0,2.0,5.0,Rony Jason,67.0,73.0,Orthodox,,b71ce838b01f2cad,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
UFC on FUEL TV: Mousasi vs Latifi,1.0,ftw,dec_una,3,300,53467e6296c2e5e6,Akira Corassani,Robert Peralta,2013-04-06,2.0,2.0,4.0,3.0,2.0,5.0,Akira Corassani,68.0,68.0,Orthodox,,3f52ce18fb98008f,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
UFC on FUEL TV: Struve vs Miocic,0.0,ftw,ko_tko,1,23,e0a69c1f4a019727,Jason Young,Robert Peralta,2012-09-29,1.0,1.0,2.0,3.0,2.0,5.0,Jason Young,69.0,73.0,Orthodox,,f59e9e49ef85b469,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
UFC Fight Night: Mendes vs Lamas,1.0,mw,dec_una,3,300,3845a6838fe00265,Ron Stallings,Justin Jones,2015-04-04,0.0,1.0,1.0,2.0,0.0,2.0,Ron Stallings,74.0,75.0,Southpaw,,6dd758d34da8d254,Justin Jones,71.0,,Orthodox,,9b75954db8db2a08
UFC 181: Hendricks vs Lawler II,1.0,lhw,dec_una,3,300,60030b35e276d338,Corey Anderson,Justin Jones,2014-12-06,2.0,5.0,7.0,2.0,0.0,2.0,Corey Anderson,75.0,79.0,Orthodox,,5e4eec08896c9423,Justin Jones,71.0,,Orthodox,,9b75954db8db2a08
UFC Fight Night: Maia vs LaFlare,1.0,ww,dec_una,5,300,bc096e8ae14582ec,Demian Maia,Ryan LaFlare,2015-03-21,6.0,14.0,20.0,1.0,4.0,5.0,Demian Maia,73.0,72.0,Southpaw,,427b5953ac8e3a27,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
UFC Fight Night: Minotauro vs Nelson,0.0,ww,dec_una,3,300,8c47c4b9503dd5b4,John Howard,Ryan LaFlare,2014-04-11,4.0,2.0,6.0,1.0,4.0,5.0,John Howard,67.0,72.0,Orthodox,,fc31f896cde2bc2e,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
UFC on FOX: Johnson vs. Benavidez 2,0.0,ww,dec_una,3,300,c1d2ce95229cdbd9,Court McGee,Ryan LaFlare,2013-12-14,9.0,8.0,17.0,1.0,4.0,5.0,Court McGee,71.0,75.0,Orthodox,,523fa774700d7d3f,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
UFC Fight Night: Belfort vs Henderson 2,0.0,ww,dec_una,3,300,389c844a1a56177c,Santiago Ponzinibbio,Ryan LaFlare,2013-11-09,4.0,6.0,10.0,1.0,4.0,5.0,Santiago Ponzinibbio,72.0,73.0,Orthodox,,6d1bffff14897645,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
UFC on FUEL TV: Mousasi vs Latifi,0.0,ww,dec_una,3,300,8b0ff8defc1a14f4,Ben Alloway,Ryan LaFlare,2013-04-06,1.0,1.0,2.0,1.0,4.0,5.0,Ben Alloway,71.0,76.0,Orthodox,,c4fe2e9a06ea5bcb,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93
UFC Fight Night: Maia vs LaFlare,1.0,ww,sub,1,261,1641d396e409a350,Erick Silva,Josh Koscheck,2015-03-21,4.0,7.0,11.0,2.0,1.0,3.0,Erick Silva,72.0,74.0,Orthodox,,5866fc86183a9fb8,Josh Koscheck,70.0,73.0,Orthodox,,dd37fd509af89f15
UFC 184: Rousey vs Zingano,1.0,ww,sub,2,260,618b581f14a37e06,Jake Ellenberger,Josh Koscheck,2015-02-28,7.0,6.0,13.0,2.0,1.0,3.0,Jake Ellenberger,69.0,71.0,Orthodox,,d81ac739417d7f53,Josh Koscheck,70.0,73.0,Orthodox,,dd37fd509af89f15
UFC 135: Jones vs Rampage,0.0,ww,ko_tko,1,299,8133b11f2b7ad634,Matt Hughes,Josh Koscheck,2011-09-24,2.0,2.0,4.0,2.0,1.0,3.0,Matt Hughes,69.0,73.0,Switch,,621a6c59f88a44fe,Josh Koscheck,70.0,73.0,Orthodox,,dd37fd509af89f15
UFC Fight Night: Maia vs LaFlare,1.0,wbw,ko_tko,1,116,fe5427398fd9d9dc,Amanda Nunes,Shayna Baszler,2015-03-21,0.0,4.0,4.0,2.0,0.0,2.0,Amanda Nunes,68.0,69.0,Orthodox,1988-05-30,80fa8218c99f9c58,Shayna Baszler,67.0,,Orthodox,,8ef4a91ac694b7ce
UFC 177: Dillashaw vs Soto,1.0,wbw,ko_tko,2,116,8452ff5ae6316931,Bethe Correia,Shayna Baszler,2014-08-30,3.0,1.0,4.0,2.0,0.0,2.0,Bethe Correia,65.0,64.0,Orthodox,,673ea7dcc786b1b3,Shayna Baszler,67.0,,Orthodox,,8ef4a91ac694b7ce
UFC Fight Night: Maia vs LaFlare,1.0,ftw,ko_tko,1,91,7259a1046143e632,Edimilson Souza,Katsunori Kikuno,2015-03-21,1.0,2.0,3.0,2.0,0.0,2.0,Edimilson Souza,72.0,74.0,Orthodox,,6c7020b859c7a3ce,Katsunori Kikuno,68.0,66.0,Orthodox,,44470bfd9483c7ad
UFC 173: Barao vs Dillashaw,1.0,lw,ko_tko,1,246,002c1562708ac307,Tony Ferguson,Katsunori Kikuno,2014-05-24,5.0,10.0,15.0,2.0,0.0,2.0,Tony Ferguson,71.0,76.0,Orthodox,,22a92d7f62195791,Katsunori Kikuno,68.0,66.0,Orthodox,,44470bfd9483c7ad
UFC Fight Night: Maia vs LaFlare,1.0,lw,dec_una,3,300,632f6960544caa3c,Leonardo Mafra,Cain Carrizosa,2015-03-21,0.0,1.0,1.0,2.0,0.0,2.0,Leonardo Mafra,70.0,70.0,Orthodox,,8bbc0cfc01bc1ba1,Cain Carrizosa,68.0,,Orthodox,,064b7dc68d786254
UFC 177: Dillashaw vs Soto,1.0,lw,sub,1,72,788c4bbf925cdf40,Chris Wade,Cain Carrizosa,2014-08-30,1.0,3.0,4.0,2.0,0.0,2.0,Chris Wade,70.0,70.0,Orthodox,,c8097968da5e5f13,Cain Carrizosa,68.0,,Orthodox,,064b7dc68d786254
UFC 185: Pettis vs Dos Anjos,1.0,lw,ko_tko,2,93,0337fa731f5b02c1,Ross Pearson,Sam Stout,2015-03-14,9.0,7.0,16.0,2.0,1.0,3.0,Ross Pearson,68.0,69.0,Orthodox,,4f732e58ed907eff,Sam Stout,69.0,70.0,Orthodox,,501b07aec9b8fc2d
UFC 142: Aldo vs Mendes,1.0,lw,dec_una,3,300,977e37adadd1b8ad,Thiago Tavares,Sam Stout,2012-01-14,3.0,5.0,8.0,2.0,1.0,3.0,Thiago Tavares,67.0,70.0,Orthodox,,8a59d346dc976a10,Sam Stout,69.0,70.0,Orthodox,,501b07aec9b8fc2d
UFC 131: Dos Santos vs Carwin,0.0,lw,ko_tko,1,232,44e24628e8eda0b1,Yves Edwards,Sam Stout,2011-06-11,5.0,3.0,8.0,2.0,1.0,3.0,Yves Edwards,69.0,73.0,Southpaw,,5f04e3d58d9ce982,Sam Stout,69.0,70.0,Orthodox,,501b07aec9b8fc2d
UFC 185: Pettis vs Dos Anjos,1.0,mw,ko_tko,2,247,27e421b97bf57d3d,Elias Theodorou,Roger Narvaez,2015-03-14,1.0,7.0,8.0,2.0,1.0,3.0,Elias Theodorou,73.0,75.0,Orthodox,1988-05-31,34f88592c0ab7a54,Roger Narvaez,75.0,,Southpaw,,3a12a2f096a6d975
UFC Fight Night: Edgar vs Swanson,0.0,mw,dec_spl,3,300,55e9ea18b8a72b2e,Luke Barnatt,Roger Narvaez,2014-11-22,2.0,3.0,5.0,2.0,1.0,3.0,Luke Barnatt,78.0,77.0,Orthodox,,172c2135e70f87b7,Roger Narvaez,75.0,,Southpaw,,3a12a2f096a6d975
UFC Fight Night: Henderson vs Khabilov,1.0,lhw,ko_tko,2,148,0c2a634606639d71,Patrick Cummins,Roger Narvaez,2014-06-07,1.0,3.0,4.0,2.0,1.0,3.0,Patrick Cummins,74.0,76.0,Orthodox,,e51e5cb722bd47a8,Roger Narvaez,75.0,,Southpaw,,3a12a2f096a6d975
UFC 185: Pettis vs Dos Anjos,1.0,hw,ko_tko,3,192,0027e179b743c86c,Jared Rosholt,Josh Copeland,2015-03-14,1.0,4.0,5.0,2.0,0.0,2.0,Jared Rosholt,74.0,75.0,Orthodox,,91ea901c458e95dd,Josh Copeland,73.0,,Orthodox,,3aa794cbe1e3484b
UFC Fight Night: Edgar vs Swanson,1.0,hw,dec_una,3,300,171af1114dbfc29d,Ruslan Magomedov,Josh Copeland,2014-11-22,0.0,1.0,1.0,2.0,0.0,2.0,Ruslan Magomedov,75.0,78.0,Orthodox,,369e1ce458ef50a6,Josh Copeland,73.0,,Orthodox,,3aa794cbe1e3484b
UFC 184: Rousey vs Zingano,0.0,wbw,dec_spl,3,300,31e62d34abc3a762,Raquel Pennington,Holly Holm,2015-02-28,3.0,4.0,7.0,0.0,1.0,1.0,Raquel Pennington,67.0,67.0,Orthodox,,fc169c387b4b465d,Holly Holm,68.0,69.0,Southpaw,,634e2fb70bde3fd5
UFC 184: Rousey vs Zingano,1.0,ww,ko_tko,1,139,9f4bc2063685211c,Alan Jouban,Richard Walsh,2015-02-28,3.0,5.0,8.0,2.0,0.0,2.0,Alan Jouban,72.0,73.0,Southpaw,,cf65d56b0755ed3b,Richard Walsh,72.0,73.0,Orthodox,,303a05a7aa3ff761
UFC Fight Night: Hunt vs Nelson,1.0,ww,dec_spl,3,300,26cd506de4221057,Kiichi Kunimoto,Richard Walsh,2014-09-20,1.0,2.0,3.0,2.0,0.0,2.0,Kiichi Kunimoto,70.0,71.0,Orthodox,1981-05-01,71df36d6d8cf0d74,Richard Walsh,72.0,73.0,Orthodox,,303a05a7aa3ff761
UFC 184: Rousey vs Zingano,1.0,hw,ko_tko,2,198,f3e1c02ce14bccfe,Derrick Lewis,Ruan Potts,2015-02-28,5.0,15.0,20.0,2.0,0.0,2.0,Derrick Lewis,75.0,79.0,Orthodox,,d3df1add9d9a7efb,Ruan Potts,74.0,75.0,Orthodox,,7e208569469c8bc8
UFC Fight Night: Brown vs Silva,1.0,hw,ko_tko,1,140,4ceadad9c2dd0a87,Soa Palelei,Ruan Potts,2014-05-10,1.0,3.0,4.0,2.0,0.0,2.0,Soa Palelei,76.0,81.0,Orthodox,,60029bcf496bd707,Ruan Potts,74.0,75.0,Orthodox,,7e208569469c8bc8
UFC 184: Rousey vs Zingano,0.0,lw,dec_spl,3,300,adc1038ed2e76391,James Krause,Valmir Lazaro,2015-02-28,1.0,4.0,5.0,1.0,1.0,2.0,James Krause,74.0,73.0,Orthodox,,8f6a18831a120817,Valmir Lazaro,72.0,73.0,Orthodox,,777dea713da2441d
UFC Fight Night: Henderson vs Dos Anjos,1.0,lw,dec_una,3,300,20f0129fc4861674,James Vick,Valmir Lazaro,2014-08-23,2.0,5.0,7.0,1.0,1.0,2.0,James Vick,75.0,76.0,Orthodox,,6256b2b1562cb8e1,Valmir Lazaro,72.0,73.0,Orthodox,,777dea713da2441d
UFC 184: Rousey vs Zingano,1.0,ftw,dec_spl,3,300,5c827dd56a08f700,Masio Fullen,Alex Torres,2015-02-28,0.0,1.0,1.0,1.0,0.0,1.0,Masio Fullen,70.0,70.0,Orthodox,,4638cc6479cc0afe,Alex Torres,70.0,,Orthodox,1988-05-29,e4e0f310b3cf23a8
UFC Fight Night: Bigfoot vs Mir,1.0,lw,dec_una,3,300,b6a609806d44659f,Ivan Jorge,Josh Shockley,2015-02-22,0.0,1.0,1.0,2.0,0.0,2.0,Ivan Jorge,69.0,73.0,Orthodox,,19db7ac26308178f,Josh Shockley,73.0,,Orthodox,,1d36f1ac66cf689d
UFC 174: Johnson vs Bagautinov,1.0,lw,ko_tko,1,297,357ba2f1da89031b,Jason Saggo,Josh Shockley,2014-06-14,3.0,3.0,6.0,2.0,0.0,2.0,Jason Saggo,71.0,71.0,Orthodox,,4ac1ecf8ce59ef23,Josh Shockley,73.0,,Orthodox,,1d36f1ac66cf689d
UFC Fight Night: Henderson vs Thatch,1.0,ftw,dec_una,3,300,509bd83b00e4ab7c,Max Holloway,Cole Miller,2015-02-14,0.0,10.0,10.0,2.0,1.0,3.0,Max Holloway,71.0,69.0,Orthodox,,150ff4cc642270b9,Cole Miller,73.0,73.0,Orthodox,,282fa667ff9c51ed
UFC Fight Night: Machida vs Munoz,0.0,ftw,dec_una,3,300,0051d7fbb7893d27,Andy Ogle,Cole Miller,2013-10-26,4.0,1.0,5.0,2.0,1.0,3.0,Andy Ogle,68.0,69.0,Orthodox,,b6c4451cb13c9303,Cole Miller,73.0,73.0,Orthodox,,282fa667ff9c51ed
UFC Fight Night: Shogun vs Sonnen,1.0,ftw,dec_una,3,300,0f74449bf6f64616,Manvel Gamburyan,Cole Miller,2013-08-17,2.0,3.0,5.0,2.0,1.0,3.0,Manvel Gamburyan,65.0,67.0,Orthodox,1981-05-08,cc6f9d1e89f3449a,Cole Miller,73.0,73.0,Orthodox,,282fa667ff9c51ed
UFC Fight Night: Henderson vs Thatch,1.0,ww,sub,3,82,0bdb170e1fef36b6,Neil Magny,Kiichi Kunimoto,2015-02-14,6.0,15.0,21.0,1.0,1.0,2.0,Neil Magny,75.0,80.0,Orthodox,,84b3e7d38f2d2ec5,Kiichi Kunimoto,70.0,71.0,Orthodox,1981-05-01,71df36d6d8cf0d74
UFC 174: Johnson vs Bagautinov,0.0,ww,sub,1,172,7767149280471f2a,Daniel Sarafian,Kiichi Kunimoto,2014-06-14,3.0,2.0,5.0,1.0,1.0,2.0,Daniel Sarafian,69.0,73.0,Orthodox,,7e47047d0971d566,Kiichi Kunimoto,70.0,71.0,Orthodox,1981-05-01,71df36d6d8cf0d74
UFC Fight Night: Henderson vs Thatch,1.0,mw,dec_una,3,300,60820d105e57d5d6,Daniel Kelly,Patrick Walsh,2015-02-14,2.0,4.0,6.0,1.0,0.0,1.0,Daniel Kelly,72.0,70.0,Southpaw,,bdcbb976816fd256,Patrick Walsh,71.0,,,,b4c96c3d9139bf0e
UFC Fight Night: Henderson vs Thatch,1.0,lw,dec_una,3,300,a4badfa86304f799,Efrain Escudero,Rodrigo de Lima,2015-02-14,3.0,3.0,6.0,2.0,0.0,2.0,Efrain Escudero,69.0,71.0,Orthodox,,83fd97284f4bb4a4,Rodrigo de Lima,67.0,,Orthodox,,a4dc47001f202bcd
UFC Fight Night: Te Huna vs Marquardt,1.0,ww,ko_tko,2,152,2bb2a2652fe38809,Neil Magny,Rodrigo de Lima,2014-06-28,6.0,15.0,21.0,2.0,0.0,2.0,Neil Magny,75.0,80.0,Orthodox,,84b3e7d38f2d2ec5,Rodrigo de Lima,67.0,,Orthodox,,a4dc47001f202bcd
UFC Fight Night: Henderson vs Thatch,1.0,ftw,ko_tko,2,299,b91807add93763c9,Chas Skelly,Jim Alers,2015-02-14,1.0,6.0,7.0,1.0,1.0,2.0,Chas Skelly,71.0,72.0,Orthodox,1985-05-11,4bd6b4800070b069,Jim Alers,69.0,71.0,Orthodox,,fe5a9547479396ab
UFC Fight Night: Minotauro vs Nelson,0.0,ftw,dec_spl,3,300,f7fac3df5c6dc91f,Alan Omer,Jim Alers,2014-04-11,2.0,0.0,2.0,1.0,1.0,2.0,Alan Omer,70.0,,Orthodox,,f2ad06f1007c481a,Jim Alers,69.0,71.0,Orthodox,,fe5a9547479396ab
UFC 183: Silva vs Diaz,1.0,mw,ko_tko,1,116,6451724f8a836167,Thiago Santos,Andy Enz,2015-01-31,5.0,9.0,14.0,3.0,0.0,3.0,Thiago Santos,74.0,76.0,Orthodox,,dea070ed4a2a8281,Andy Enz,75.0,78.0,Orthodox,,993d385f5a475375
UFC Fight Night: Swanson vs Stephens,1.0,mw,dec_spl,3,300,47cabf79c3340581,Marcelo Guimaraes,Andy Enz,2014-06-28,1.0,2.0,3.0,3.0,0.0,3.0,Marcelo Guimaraes,72.0,73.0,Orthodox,,0c9c0a43d3f3f49d,Andy Enz,75.0,78.0,Orthodox,,993d385f5a475375
UFC 169: Barao vs Faber 2,1.0,mw,dec_una,3,300,131732f248cd2829,Clint Hester,Andy Enz,2014-02-01,0.0,2.0,2.0,3.0,0.0,3.0,Clint Hester,74.0,77.0,Orthodox,,92b62174c175ce19,Andy Enz,75.0,78.0,Orthodox,,993d385f5a475375
UFC on FOX: Gustafsson vs Johnson,0.0,lhw,ko_tko,1,135,f47a32ec7dfda660,Alexander Gustafsson,Anthony Johnson,2015-01-24,3.0,5.0,8.0,1.0,2.0,3.0,Alexander Gustafsson,77.0,79.0,Orthodox,,3c6976f8182d9527,Anthony Johnson,74.0,78.0,Orthodox,,365fee2da473b177
UFC 172: Jones vs Teixeira,0.0,lhw,dec_una,3,300,9a1d57966d8a17a4,Phil Davis,Anthony Johnson,2014-04-26,2.0,5.0,7.0,1.0,2.0,3.0,Phil Davis,74.0,79.0,Orthodox,,902ab9197b83d0db,Anthony Johnson,74.0,78.0,Orthodox,,365fee2da473b177
UFC 142: Aldo vs Mendes,1.0,mw,sub,1,289,50bdcb20286690ff,Vitor Belfort,Anthony Johnson,2012-01-14,2.0,7.0,9.0,1.0,2.0,3.0,Vitor Belfort,72.0,74.0,Southpaw,,0ee783aa00e468f0,Anthony Johnson,74.0,78.0,Orthodox,,365fee2da473b177
UFC on FOX: Gustafsson vs Johnson,1.0,lhw,sub,1,84,b2398418be9a3442,Nikita Krylov,Stanislav Nedkov,2015-01-24,3.0,4.0,7.0,2.0,1.0,3.0,Nikita Krylov,75.0,77.0,Orthodox,,1091d4d957141094,Stanislav Nedkov,71.0,71.0,Orthodox,,1d4bbaabd8b60173
UFC on FUEL TV: Barao vs McDonald,1.0,mw,ko_tko,2,282,22a574162e2ebcf6,Tom Watson,Stanislav Nedkov,2013-02-16,1.0,2.0,3.0,2.0,1.0,3.0,Tom Watson,73.0,73.0,Orthodox,,6809c31286b08d97,Stanislav Nedkov,71.0,71.0,Orthodox,,1d4bbaabd8b60173
UFC 134: Silva vs Okami,0.0,lhw,ko_tko,1,253,8782dca7c99717a6,Luiz Cane,Stanislav Nedkov,2011-08-27,3.0,1.0,4.0,2.0,1.0,3.0,Luiz Cane,74.0,77.0,Southpaw,,24b033b3daf1c9df,Stanislav Nedkov,71.0,71.0,Orthodox,,1d4bbaabd8b60173
UFC on FOX: Gustafsson vs Johnson,1.0,lw,ko_tko,2,38,ee65977baeca3c85,Mairbek Taisumov,Anthony Christodoulou,2015-01-24,1.0,7.0,8.0,1.0,0.0,1.0,Mairbek Taisumov,69.0,73.0,Orthodox,,8f5c8850b2484173,Anthony Christodoulou,69.0,,Orthodox,,4f11e9ce318ffbcb
UFC Fight Night: McGregor vs Siver,1.0,lw,dec_una,3,300,93569f4876c20488,Donald Cerrone,Benson Henderson,2015-01-18,6.0,18.0,24.0,1.0,3.0,4.0,Donald Cerrone,73.0,73.0,Orthodox,,1d00756835ca67c9,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836
UFC on FOX: Velasquez vs Dos Santos,0.0,lw,dec_una,3,300,5254658d4e4126c9,Clay Guida,Benson Henderson,2011-11-12,9.0,10.0,19.0,1.0,3.0,4.0,Clay Guida,67.0,70.0,Orthodox,,c47df9303d318c67,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836
UFC Live: Hardy vs Lytle,0.0,lw,dec_una,3,300,5169aaf0ce80d1f8,Jim Miller,Benson Henderson,2011-08-14,9.0,18.0,27.0,1.0,3.0,4.0,Jim Miller,68.0,71.0,Southpaw,,d1941565abf50b16,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836
UFC 129: St-Pierre vs Shields,0.0,lw,dec_una,3,300,eb8e4c57d131fb46,Mark Bocek,Benson Henderson,2011-04-30,2.0,4.0,6.0,1.0,3.0,4.0,Mark Bocek,68.0,75.0,Orthodox,,cf9d24e4bd0cf2ce,Benson Henderson,69.0,70.0,Southpaw,,2676b28836a5a836
UFC Fight Night: McGregor vs Siver,1.0,flw,dec_una,3,300,2d24929eaadf0351,Paddy Holohan,Shane Howell,2015-01-18,2.0,3.0,5.0,2.0,0.0,2.0,Paddy Holohan,70.0,69.0,Orthodox,1988-05-03,6e7c758f5cdec01a,Shane Howell,68.0,,Orthodox,,a7de976620f2ed13
UFC Fight Night: Swanson vs Stephens,1.0,flw,sub,1,137,f3fb4be38377e1e9,Ray Borg,Shane Howell,2014-06-28,2.0,4.0,6.0,2.0,0.0,2.0,Ray Borg,64.0,63.0,Orthodox,,a4de54ea806fb525,Shane Howell,68.0,,Orthodox,,a7de976620f2ed13
UFC 182: Jones vs Cormier,1.0,flw,dec_una,3,300,f81cd5b3903bccf8,Kyoji Horiguchi,Louis Gaudinot,2015-01-03,0.0,6.0,6.0,1.0,0.0,1.0,Kyoji Horiguchi,65.0,66.0,Orthodox,,98aa60cf58071fd6,Louis Gaudinot,63.0,63.0,Orthodox,,b72a60a0cadff408
UFC 182: Jones vs Cormier,1.0,lw,dec_una,3,300,b10a94377bce3e22,Evan Dunham,Rodrigo Damm,2015-01-03,1.0,5.0,6.0,3.0,1.0,4.0,Evan Dunham,70.0,70.0,Southpaw,,e5c9de15bb58b1c6,Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
UFC Fight Night: Jacare vs Mousasi,1.0,lw,ko_tko,3,146,1c980547431ddcef,Al Iaquinta,Rodrigo Damm,2014-09-05,4.0,4.0,8.0,3.0,1.0,4.0,Al Iaquinta,70.0,70.0,Orthodox,,59279a7c978f7da0,Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
UFC 154: St-Pierre vs Condit,1.0,ftw,dec_spl,3,300,f6d8bdc3cdcf1dd8,Antonio Carvalho,Rodrigo Damm,2012-11-17,1.0,2.0,3.0,3.0,1.0,4.0,Antonio Carvalho,69.0,70.0,Orthodox,1979-05-30,fef3d17e27e916e7,Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
UFC 147: Silva vs Franklin 2,0.0,ftw,sub,1,132,1bfb8faa1edd3867,Anistavio Medeiros,Rodrigo Damm,2012-06-23,1.0,0.0,1.0,3.0,1.0,4.0,Anistavio Medeiros,66.0,,Orthodox,1988-05-01,2937cb502dda0808,Rodrigo Damm,67.0,71.0,Orthodox,,a20d7dfaba74c067
UFC 182: Jones vs Cormier,1.0,ww,dec_una,3,300,e4a9c93ff23eb5bb,Omari Akhmedov,Mats Nilsson,2015-01-03,3.0,3.0,6.0,2.0,0.0,2.0,Omari Akhmedov,72.0,73.0,Orthodox,,16690d100f995f8f,Mats Nilsson,73.0,,Orthodox,,a9bcf8717dd12532
UFC Fight Night: Gustafsson vs Manuwa,1.0,mw,ko_tko,1,264,406154260435c65a,Luke Barnatt,Mats Nilsson,2014-03-08,2.0,3.0,5.0,2.0,0.0,2.0,Luke Barnatt,78.0,77.0,Orthodox,,172c2135e70f87b7,Mats Nilsson,73.0,,Orthodox,,a9bcf8717dd12532
UFC Fight Night: Machida vs Dollaway,1.0,bw,sub,3,233,53e818dd5abdf787,Renan Barao,Mitch Gagnon,2014-12-20,,,,2.0,0.0,2.0,Renan Barao,66.0,70.0,Orthodox,,2c99576fefe53c7c,Mitch Gagnon,65.0,65.0,Southpaw,,b8592b4a383696cd
UFC 149: Faber vs Barao,1.0,bw,sub,3,99,fa6775e369b9eec9,Bryan Caraway,Mitch Gagnon,2012-07-21,1.0,3.0,4.0,2.0,0.0,2.0,Bryan Caraway,68.0,68.0,Orthodox,,5ef0088c1b19beeb,Mitch Gagnon,65.0,65.0,Southpaw,,b8592b4a383696cd
UFC Fight Night: Machida vs Dollaway,1.0,ww,sub,1,75,647f6d2b9b784222,Erick Silva,Mike Rhodes,2014-12-20,4.0,7.0,11.0,3.0,0.0,3.0,Erick Silva,72.0,74.0,Orthodox,,5866fc86183a9fb8,Mike Rhodes,73.0,74.0,Orthodox,,b7ad576b8ae115e6
UFC Fight Night: Te Huna vs Marquardt,1.0,ww,dec_una,3,300,1f65f03f1225e061,Robert Whittaker,Mike Rhodes,2014-06-28,2.0,9.0,11.0,3.0,0.0,3.0,Robert Whittaker,72.0,73.0,Orthodox,,e1147d3d2dabe1ce,Mike Rhodes,73.0,74.0,Orthodox,,b7ad576b8ae115e6
UFC on FOX: Henderson vs Thomson,1.0,ww,dec_una,3,300,ea0f7fe570c1533f,George Sullivan,Mike Rhodes,2014-01-25,2.0,2.0,4.0,3.0,0.0,3.0,George Sullivan,72.0,73.0,Orthodox,,6c7e25571490aa3b,Mike Rhodes,73.0,74.0,Orthodox,,b7ad576b8ae115e6
UFC Fight Night: Machida vs Dollaway,1.0,lhw,ko_tko,1,119,d92abff61b0ff5db,Marcos Rogerio de Lima,Igor Pokrajac,2014-12-20,2.0,5.0,7.0,5.0,2.0,7.0,Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC Fight Night: Belfort vs Henderson 2,1.0,lhw,ko_tko,1,78,c6c37a9e8990baba,Rafael Cavalcante,Igor Pokrajac,2013-11-09,1.0,1.0,2.0,5.0,2.0,7.0,Rafael Cavalcante,73.0,74.0,Orthodox,,5c1ca0c72b599a3c,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC 161: Evans vs Henderson,1.0,lhw,dec_una,3,300,44ca8997a3e5cda8,Ryan Jimmo,Igor Pokrajac,2013-06-15,0.0,2.0,2.0,5.0,2.0,7.0,Ryan Jimmo,73.0,73.0,Orthodox,,bc3ec52ef70fc155,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC 140: Jones vs Machida,0.0,lhw,ko_tko,1,35,e03ec6b24fca2386,Krzysztof Soszynski,Igor Pokrajac,2011-12-10,2.0,2.0,4.0,5.0,2.0,7.0,Krzysztof Soszynski,73.0,77.0,Open Stance,,59583ff832fe9d68,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,1.0,lhw,dec_una,3,300,a2be3b3f9739d0af,Stephan Bonnar,Igor Pokrajac,2010-12-04,0.0,2.0,2.0,5.0,2.0,7.0,Stephan Bonnar,76.0,79.0,Orthodox,,c6a33ff198aaaeeb,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC Live: Jones vs Matyushenko,0.0,lhw,sub,1,149,26800d759ba50371,James Irvin,Igor Pokrajac,2010-08-01,1.0,0.0,1.0,5.0,2.0,7.0,James Irvin,74.0,75.0,Orthodox,,a7f4d0902bb64092,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC 110: Nogueira vs Velasquez,1.0,lhw,ko_tko,3,206,46a7cb6937144ba2,James Te Huna,Igor Pokrajac,2010-02-20,2.0,5.0,7.0,5.0,2.0,7.0,James Te Huna,74.0,75.0,Orthodox,,f5431394fb284bb9,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
UFC on FOX: Dos Santos vs Miocic,1.0,hw,dec_una,5,300,2ab2753040f455e0,Junior Dos Santos,Stipe Miocic,2014-12-13,3.0,6.0,9.0,2.0,2.0,4.0,Junior Dos Santos,76.0,77.0,Orthodox,,63def5a5662a6917,Stipe Miocic,76.0,80.0,Orthodox,,d28dee5c705991df
